County,Name,Web Address,Physical Address,Phone Number,Email Address,Ages listed,Age categories,ABA Services (Yes or No),Early Intervention,Speech Therapy,Physical Therapy,Occupational Therapy,Community Transitions,Community Living,Parenting Education,Advocacy Support,IEP Support Services,In-School Services,Support Groups,Residential Services,Medical Provider,Hospital Treatments,Mentorship,Referrals,Other (List the other services)
Mecklenberg,Playful Connections Therapy Center,playful-connections.com/home/,"18047 W Catawba Ave Suite 203, Cornelius NC 28031",704-608-6812,Info@playful-connections.com,6-16,"infants, toddlers, preschoolers, children, adolescents",No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,
Mecklenberg,Horizon Psychological Services,www.horizonpsychologicalsvcs.com,"15905 Brookway Dr Suite 4101, Huntersville, NC 28078 ",704-960-2632,,,"children, adolescents, adults",No,Yes,No,No,No,No,No,Yes,Yes ,No,No,No,No,No,No,No,Yes ,"psychological testing, ADHD evaluation, learning disabilities "
Mecklenberg,Pediatric & Family Behavioral Health,pfbhnc.com,"10420 Park Rd. Suite 300, Charlotte, NC 28210",980-237-4766,Frontdesk@pfbhnc.com,0+,"infants, toddlers, preschoolers, children, adolescents, adults",No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Behavioral Health 
Mecklenberg,Cardinal Innovations Healthcare,https://www.cardinalinnovations.org/,"550 S Caldwell St, Suite 1500 Charlotte, NC 28202",704-939-7700,,,,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,"Medicaid, Employment support"
Mecklenberg,Cardinal Innovations Healthcare,https://www.cardinalinnovations.org/,"10150 Mallard Creek Rd, suite 400, Charlotte, NC 28262",980-938-4100,,,,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,"Medicaid, Employment support"
Mecklenberg ,North Carolina Infant-Toddler Program (NC ITP),https://beearly.nc.gov/index.php/contact/cdsa,"3205 Freedom Drive, Suite 7500, Charlotte, NC 28208",704-336-7100,N/A,0-3,"infants, toddlers, preschoolers",Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,Yes,No,No,No,Yes,North Carolina Infant-Toddler Program (NC ITP) 
Mitchell,North Carolina Infant-Toddler Program (NC ITP),https://beearly.nc.gov/index.php/contact/cdsa,"2359 Hwy 105, Boone, NC 28607",828-265-5391,N/A,0-3,"infants, toddlers, preschoolers",Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,Yes,No,No,No,Yes,
Montgomery,Special Olympics of Moore County,https://sonc.net/local-programs/moore-county/,"821 7 Lakes Drive, West End, NC 27376",919-719-7662 x 106 ,moore@sonc.net,,,No ,No ,No ,No ,No ,No ,No ,No ,No ,No ,No ,Yes,No ,No ,No ,No ,No ,"Athletics, basketball, bowling, cheerleading, golf, swimming, tennis"
Montgomery,TEACCH - Greensboro Center," https://teacch.com/regional-centers/greensboro-teacch-center/ 
","925 Revolution Mill Drive, Suite 7 Greensboro, NC 27405",336-334-5773,vmatier@unc.edu,0+,"infants, toddlers, preschoolers, children, adolescents, adults",Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,No,Yes,Yes,
Montgomery,Autism Society - Montgomery County Chapter Meeting,https://www.autismsociety-nc.org/events/montgomery-county-chapter-meeting-2/ ,"404 N. Main St. A Troy, NC 27371",N/A,montgomerychapter@autismsociety-nc.org,,,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,
Montgomery,North Carolina Infant-Toddler Program (NC ITP),https://beearly.nc.gov/index.php/  ,"10 Parker Lane, PO Box 4359 Pinehurst, NC 28374 (Suite 1)",910-295-3133,jean.frye@dhhs.nc.gov,0-3,"Infants, toddlers",Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,Yes,No,No,No,Yes,
Moore,Atlas Child Counseling & Therapy,https://atlaschildcounseling.com,"275 Pinehurst Avenue Suite A Southern Pines, NC 28387",910-407-0052,MrJohn@AtlasChildCounseling.com,0-19,"Toddlers, children, preteens, adolescents",No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,1-2-3 Magic Program
Moore,Autism Therapeutic Serices - ATS,http://autismts.com/,"1477 NC 24-87 Cameron, NC 28326","910-484-1722
",parentsupport@autismts.com,,N/A,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,No,Yes,No,No,No,Yes,Yes,
Moore,Autism Therapeutic Serices - ATS,http://autismts.com/,"289 Olmsted Blvd. Suite 7 Pinehurst, NC 28374
","910-484-1722
",parentsupport@autismts.com,,N/A,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,
Moore,Aptitude Habilitation Services,https://aptitudeservices.com/?fbclid=IwAR17giDUCIfLs9mFMeX0C4uOdd_XKk8FWhbVZ3zNwImScPB_xnHF2TmGHqw,"185 Mittie Haddick Drive, Cameron, NC 28326",800-991-6070,support@aptitudeservices.com,,Children and Adults,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,
Moore,"Speech Connections, LLC Speech",https://www.myspeechconnections.com/,"Dowd Circle Suite A Pinehurst, NC 28374",910-295-2609,jennifer_thorne@myspeechconnections.com,0+,"All (infants, toddlers, preschoolers, children, adolescents, adults)",Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,"Diagnostic Testing, Mental Health Services, Psychological Evaluations"
Moore,"Sandhills Children's Center, Inc.",http://sandhillschildrenscenter.org/,"1280 Central Dr. Southern Pines, NC 28387",910-692-3323,amoran@sandhillschildrenscenter.org,0-5,"Infants, toddler, preschoolers",No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Childrens center
Moore,Autism Society of North Carolina - Moore County Chapter Meeting,https://www.facebook.com/groups/asnc.moore,"1280 Central Drive, Southern Pines, NC 28387",,,,"All (infants, toddlers, preschoolers, children, adolescents, adults)",No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,
Moore,The Testing Psych. PLLC ,http://thetestingpsych.com/,"222 Central Park Ave, #523E Pinehurst, NC 28374",910-585-2167,,,"All (infants, toddlers, preschoolers, children, adolescents, adults)",No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Diagnostic Services 
Moore,See Ability Not Disability (SAND),https://www.sandhillskids.com/2009/04/see-ability-not-disability-sand/,"P.O. Box 569 Southern Pines, NC 28388",910-246-8059 ext. 25,,4+,Preschoolers - adult ,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,special needs athletic program
Moore,Priorities ABA,http://www.prioritiesaba.com/,"269 Westlake Rd. Suite 201 Fayetteville, NC 28314",252-341-4192,,,,Yes,Yes ,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,
Moore,The Arc of Moore County,https://www.thearcofmoore.org/,"673 S. Bennett St. PO Box 773 Southern Pines, NC 28388",910-692-8272,,0+,"All (infants, toddlers, preschoolers, children, adolescents, adults)",No,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,No,No,No,Yes,Respite care available for anyone of any age with a developmental disability or delay. 
Moore,Stepping Stones ABA,https://steppingstonesaba.com/,"4929 Darcy Woods Lane, Fuquay-Varina, NC 27526",919-810-1459,rebecca@steppingstonesaba.com,,"Toddlers, preschoolers, children, adolescents, young adults",Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,"Safety skills, social skills"
Moore,North Carolina Infant-Toddler Program (NC ITP),https://beearly.nc.gov/index.php/  ,"10 Parker Lane, PO Box 4359 Pinehurst, NC 28374 (Suite 1)",910-295-3133,jean.frye@dhhs.nc.gov,0-3,"Infants, toddlers",Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,Yes,No,No,No,Yes,
Nash,Speech Play Inc.,https://speechplayinc.com/,"2023 Joelene Dr, Rocky Mount, NC 27803",252-883-7968,carol@speechplayinc.com,,,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,
Nash,Primary Health Choice,primaryhealthchoice.org,"3705 Sunset Ave, Rocky Mount, NC 27804",252-443-2748,,,,No,Yes,No,No,No,Nno,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,"Respite, Developmental Therapy, diagnostic assessments, Crisis Line"
Nash,North Carolina Infant-Toddler Program (NC ITP),https://beearly.nc.gov/index.php/contact/cdsa,"141 Storage Drive, Rocky Mount, NC 27804",252-443-0318,N/A,0-3,"infants, toddlers, preschoolers",Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,Yes,No,No,No,Yes,North Carolina Infant-Toddler Program (NC ITP) 
Nash,Autism Society of Eastern NC Social Recreation Program Summer Day Camp,https://www.autismsociety-nc.org/wp-content/uploads/EASTERN-NC-SOCIAL-RECREATION-PROGRAM-FAQ-6-24-18.pdf ,"101 N Church St Richlands, NC 28574, 50 College Rd Bolivia, NC 28422, 705 S Kerr Avenue Wilmington, NC 28403, 113 Roberts Road, Newport, NC 28510,  4882 Reedy Branch Road, Winterville, NC 28590",252-658-3020,,4-22,"Preschool, children, adolescents, young adults",No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Provides recreational opportunities
New Hanover,EasterSeals UCP - Wilmington Child Development Center,http://www.easterseals.com/NCVA/our-programs/childrens-services/wilmington-childrens-center.html ,"500 Military Cut-Off Rd. Wilmington, NC 28405",910-392-0080,,0-5,"Infants, toddlers, preschool",Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,"Mental Health services, transition services, independent living support "
New Hanover,Clinic for Special Children,https://www.clinicforspecialchildren.net/,"432 Eastwood Road, Suite 200, Wilmington, NC 28403",910-319-7744,Csc@clinicforspecialchildren.net,0+,"Infants, toddlers, preschoolers, children, adolescents, adults",No,Yes,No,No,No,No,No,Yes,Yes,No,No,No,No,Yes,No,No,Yes,Medical care and diagnostic testing. Especially focused on supporting children with exceptionalities 
New Hanover,"Coastal Autism Solutions, P.C.",http://coastalautismsolutions.com/,"PO Box 10494 Wilmington, NC 28404",919-630-8764,,0+,"Infants, toddlers, preschoolers, children, adolescents, adults",Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,Autism takes flight program they helps prepare autistic children for flying
New Hanover,Autism Society of Eastern NC,https://www.autismsociety-nc.org/find-help/,"705 S Kerr Avenue Wilmington, NC 28403",910-782-3499,tmebane@autismsociety-nc.org,0+,"Children, adolescents",Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,"Supports families across the life span, with expansive programing and advocacy"
New Hanover,TEACCH Autism Program Wilmington Center,https://teacch.com/regional-centers/wilmington-teacch-center/,"1099 Medical Center Dr Wilmington, NC 28401 (Suite 102)",919-445-0680,bonnie_ravo@med.unc.edu ,5+,"Children, adolescents, adults",Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,No,Yes,Yes,
New Hanover,Therapy Works,https://therapyworksofwilmington.com/autism/ ,"4114 Shipyard Blvd, Wilmington, NC 28403",910-343-8988,tworks1@gmail.com,,"Infants, toddlers, children, adolescents, adults",No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,
New Hanover,"Access Family Services, Inc.",https://www.accessfamilyservices.com/services/autism-services/ ,"725 Wellington Avenue Wilmington, NC 28401",910-392-4881,"bking@accessfamilyservices.com, lmccloud@accessfamilyservices.com, eswank@accessfamilyservices.com",0+,"Infants, toddlers, preschoolers, children, adolescents, adults",Yes,Yes,No,No,No,No,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,Yes,
New Hanover,Easterseals UCP EMPOWER ,http://www.easterseals.com/NCVA/our-programs/camping-recreation/camp-adventure-new-bern.html ,"4827 Randall Pkwy Wilmington, NC 28403",910-782-8368,,5-22,"Children, adolescents, young adults",Yes,Yes,No,No,No,No,No,Yes,Yes,No,No,Yes,No,No,No,Yes,Yes,Afterschool program and summer camp
New Hanover,North Carolina Infant-Toddler Program (NC ITP),https://beearly.nc.gov/index.php/  ,"3311 Burnt Mill Drive Wilmington, NC 28403 (Suite 100)",910-251-5817,jim.northrop@dhhs.nc.gov,0-3,"Infants, toddlers",Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,Yes,No,No,No,Yes,North Carolina Infant-Toddler Program (NC ITP) 
New Hanover,Autism Society of North Carolina New Hanover Chapter ,https://www.facebook.com/groups/asnc.newhanover,"705 S Kerr Avenue, Wilmington, NC 28403",,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,
Northampton,TEACCH® Autism Program: Greenville Center,https://teacch.com/regional-centers/greenville-teacch-center/,"108-D West Fire Tower Road Winterville, NC 28590",252-830-3300,"jill_Scercy@med.unc.edu, sharonda_sutton-smith@med.unc.edu",0+,"Infants, toddler, preschool, children, adolescents, adults",Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,No,Yes,Yes,
Northampton,North Carolina Infant-Toddler Program (NC ITP),https://beearly.nc.gov/index.php/contact/cdsa,"141 Storage Drive, Rocky Mount, NC 27804",252-443-0318,N/A,0-3,"infants, toddlers, preschoolers",Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,Yes,No,No,No,Yes,North Carolina Infant-Toddler Program (NC ITP) 
Northampton,Autism Society of Eastern NC Social Recreation Program Summer Day Camp,https://www.autismsociety-nc.org/wp-content/uploads/EASTERN-NC-SOCIAL-RECREATION-PROGRAM-FAQ-6-24-18.pdf ,"101 N Church St Richlands, NC 28574, 50 College Rd Bolivia, NC 28422, 705 S Kerr Avenue Wilmington, NC 28403, 113 Roberts Road, Newport, NC 28510,  4882 Reedy Branch Road, Winterville, NC 28590",252-658-3020,,"4 - 22, 18+","Preschool, children, adolescents, young adults",No ,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,Yes,Yes,
Onslow,EasterSeals UCP - Wilmington Child Development Center,http://www.easterseals.com/NCVA/our-programs/childrens-services/wilmington-childrens-center.html ,"500 Military Cut-Off Rd. Wilmington, NC 28405",910-392-0080,,0-5,"Infants, toddlers, preschool",Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,"Mental Health services, transition services, independent living support "
Onslow,May Institute ,https://www.mayinstitute.org/locations/location.html?id=421&state=NC,"200 Doctors Drive Jacksonville, NC 28546 (Suite A)",910-333-0814,chardy@mayinstitute.org ,1-12,"Preschool, children",Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,Yes,
Onslow,Onslow Memorial Hospital Psychiatry,https://www.onslow.org/services/psychiatry,"317 Western Blvd Jacksonville, NC 28546",910-577-2345,,0+,"Infants, toddlers, preschoolers, children, adolescents, adults",Yes,Yes ,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,
Onslow,Carolina Psychological Health Services,http://www.cphsnc.com/,"1703 Country Club Rd Jacksonville, NC 28546 (Suite 204)",910-968-3253,,2+,"Toddlers, children, adolescents, adults",No,Yes,No,No,No,No,No,Yes,Yes,No,No,No,No,Yes,No,Yes,Yes,"Autism, ADHD support and comphrehensive mental health services "
Onslow,Special Education Alliance 4 Eastern North Carolina (SEAL4ENC),https://www.facebook.com/Seal4enc/,"PO Box 7390 Jacksonville, NC 28540",1-910-546-3965,seal4enc@gmail.com,0+,Adults,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,Yes,Yes,
Onslow,Priorities ABA,http://www.prioritiesaba.com/,"200 Valencia Drive Jacksonville, NC 28546","252-341-4192
",,0+,"Infants, toddlers, preschoolers, children, adolescents, adults",Yes,Yes,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,Yes,
Onslow,Stepping Stones ABA,https://steppingstonesaba.com/,"4929 Darcy Woods Lane, Fuquay-Varina, NC 27526",919-810-1459,rebecca@steppingstonesaba.com,,"Toddlers, preschoolers, children, adolescents, young adults",Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,
Onslow,North Carolina Infant-Toddler Program (NC ITP),https://beearly.nc.gov/index.php/  ,"2842 Neuse Blvd New Bern, NC 28562",252-514-4770,"wendy.chapman@dhhs.nc.gov, jim.northrop@dhhs.nc.gov,  jean.frye@dhhs.nc.gov",0-3,"Infants, toddlers",Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,Yes,No,No,No,Yes,North Carolina Infant-Toddler Program (NC ITP) 
Onslow,Autism Society of Eastern NC Social Recreation Program Summer Day Camp,https://www.autismsociety-nc.org/wp-content/uploads/EASTERN-NC-SOCIAL-RECREATION-PROGRAM-FAQ-6-24-18.pdf ,"101 N Church St Richlands, NC 28574, 50 College Rd Bolivia, NC 28422, 705 S Kerr Avenue Wilmington, NC 28403, 113 Roberts Road, Newport, NC 28510,  4882 Reedy Branch Road, Winterville, NC 28590",252-658-3020,,4-22,"Preschool, children, adolescents, young adults",No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Provides recreational opportunities
Orange,TEACCH - Chapel Hill Center,https://teacch.com/regional-centers/chapel-hill-teacch-center/ ,"100 Renee Lynne Court, Carrboro, NC 27510",919-966-5156,"TEACCH@unc.edu

",,,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,No,Yes,Yes,
Orange,Duke Speech Pathology at Meadowmont,https://www.dukehealth.org/locations/duke-speech-pathology-meadowmont?utm_source=google&utm_medium=organic&utm_campaign=Directory+Management,"801 W Barbee Chapel Rd Suite 100, Chapel Hill, NC 27517",919-684-3859,,,"Children, adolescents, adults",No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,
Orange,Mi Esculetia Spanish Immerison Preschool,http://www.miescuelitanc.org/ ,"405 Smith Level Rd, Chapell Hill, NC 27516  ",919-969-7949,miescuelitanc@gmail.com,1-5,children ,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Spanish immersion school 
Orange,Child Care Services Association (Chapel Hill) ,http://www.carolinaparent.com/CP/Special-Needs-Resources/index.php/category/Child%2BCare/,"1829 E, Franklin St Building 100 Chapel Hill NC 27514 ",919-967-3272,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,
Orange,OE Enterprises,http://oeenterprises.org/,"348 Elizabeth Brady Road Hillsborough, NC 27278",919-732-8124,programinfo@oeenterprises.org,16+,"adolescents, adults",No ,No ,No ,No ,No,No ,No ,No ,Yes,No ,No ,No ,No ,No ,No ,No ,No ,vocational employment services
Orange,Clinical Teaching Tutors,http://www.clinicalteachingtutors.com/ ,"1829 E Franklin Street, 100B Franklin Square Chapel Hill, NC 27514",919-967-5776,,5+,"Children, adolescents, adults",No ,No ,No ,No ,No ,No ,No ,No ,No ,No ,No ,No ,No ,No ,No ,No ,No ,
Orange,Carolina Institute for Developmental Disabilities,http://www.cidd.unc.edu/ ,"101 Renee Lynne Ct, Carrboro, NC 27510",919-966-5171,,0+,"infants, toddlers, preschoolers, children, adolescents, adults",No,Yes,No ,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,Yes,
Orange,Stepping Stones ABA,https://steppingstonesaba.com/,"4929 Darcy Woods Lane, Fuquay-Varina, NC 27526",919-810-1459,rebecca@steppingstonesaba.com,,"Toddlers, preschoolers, children, adolescents, young adults",Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,
Orange,Cardinal Innovations Healthcare,https://www.cardinalinnovations.org/,"201 Sage Rd., Suite 100A, Chapel Hill, NC 27514",919-913-4000,,,,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,"Medicaid, case managers "
Orange,North Carolina Infant-Toddler Program (NC ITP),https://beearly.nc.gov/index.php/contact/cdsa,"115 Market Street, Suite 201,Durham, NC 27701-3221",919-560-5600,N/A,0-3,"infants, toddlers, preschoolers",Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,Yes,No,No,No,Yes,North Carolina Infant-Toddler Program (NC ITP) 
Pamlico ,North Carolina Infant-Toddler Program (NC ITP),https://beearly.nc.gov/index.php/  ,"2842 Neuse Blvd New Bern, NC 28562",252-514-4770,"wendy.chapman@dhhs.nc.gov, jim.northrop@dhhs.nc.gov,  jean.frye@dhhs.nc.gov",0-3,"Infants, toddlers",NO,Yes,Yes,Yes,Yes,No,No,yes,no,yes,yes,no,yes,yes,yes,no,yes,
Pamlico ,Autism Society of Eastern NC Social Recreation Program Summer Day Camp,https://www.autismsociety-nc.org/wp-content/uploads/EASTERN-NC-SOCIAL-RECREATION-PROGRAM-FAQ-6-24-18.pdf ,"101 N Church St Richlands, NC 28574, 50 College Rd Bolivia, NC 28422, 705 S Kerr Avenue Wilmington, NC 28403, 113 Roberts Road, Newport, NC 28510,  4882 Reedy Branch Road, Winterville, NC 28590",252-658-3020,,4-22,"Preschool, children, adolescents, young adults",no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,adult programming
Pasquotank ,Albemarle Counseling Group,http://albemarlecounselinggroup.com/,"1129 Horseshoe Road Elizabeth City, NC 27909",252-335-2018,albemarlecounseling9@embarqmail.com,4+,"preschool, children, adolescents, adults",,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,"art therapy, trauma focused cognitive therapy, art therapy, couples/family therapy, eye movement desensitzation reprocessing, dbt informed therapy, individual psychotherapy, psychologicl testing"
Pasquotank ,Albemarle Alliance for Children and Families Child Care Resource,https://www.aacfnc.org/,"1403 Parkview Dr. Elizabeth City, NC 27909-6533",252-333-1233,contact@albemarleacf.org,6-12,Children,no,no,no,no,no,no,no,yes,yes,no,no,yes,no,no,no,no,no,
Pasquotank,Autism Society of North Carolina ,https://www.autismsociety-nc.org/,"100 E. Colonial Ave, Elizabeth City, NC 27909",252-335-1089,,0+,"Infants, toddler, preschool, children, adolescents, adults",yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,Resource directory
Pasquotank,TEACCH® Autism Program: Greenville Center,https://teacch.com/regional-centers/greenville-teacch-center/,"108-D West Fire Tower Road Winterville, NC 28590",252-830-3300,"jill_Scercy@med.unc.edu, sharonda_sutton-smith@med.unc.edu",0+,"Infants, toddler, preschool, children, adolescents, adults",yes,yes,no,no,no,no,no,yes,yes,yes,no,no,no,yes,no,no,yes,"educational consultation, professional training"
Pasquotank,"EIC, Inc. Head Start Program",https://eicca.org/head-start,"712 Virginia Road, Edenton, NC 27932 ","252-789-4940, 252-789-4943, 252-789-4941, 252-789-4901, 252-789-4929",,3-5,Preschool,yes,yes,yes,no,no,yes,no,no,no,yes,yes,no,yes,yes,no,no,no,
Pasquotank,"EIC, Inc. Early Head Start Program",https://eicca.org/early-head-start,"712 Virginia Road, Edenton, NC 27932 ","252-789-4940, 252-789-4943, 252-789-4941, 252-789-4901, 252-789-4929",,0-3,Infants,yes,yes,no,no,no,yes,no,yes,yes,yes,yes,no,no,yes,no,no,no,
